"","name","add","BD_lon","BD_lat","WGS_lon","WGS_lat"
"74","乃渠镇中心校","215省道东100米",101.682533,28.762797,101.674452172455,28.7602968871878
"75","新龙县俄色完全小学","217省道东50米",100.321252,31.045878,100.313541025144,31.0419552718691
"76","甘孜县卡攻乡中心完小","甘孜藏族自治州甘孜县317国道北100米",99.747979,31.665938,99.7402902956981,31.662071109816
"77","得荣县城关小学","甘孜藏族自治州得荣县河东下街(得荣县人民医院南侧约150米)",99.294999,28.71277,99.2874098259739,28.710356650701
"78","大盖中心小学","217省道西50米",100.246942,31.316706,100.239157102657,31.3131630634501
"79","生康小学","四川省甘孜藏族自治州甘孜县生康小学(317国道南210米)",99.88559,31.629362,99.8779944710986,31.6259252160941
"80","重点片区寄宿制学校","甘孜藏族自治州九龙县",101.520286,28.975329,101.512219838391,28.9722303121935
"81","丹巴县巴旺小学校","四川省甘孜藏族自治州丹巴县巴旺乡光都村",101.87583,30.998465,101.867873175252,30.9947955368431
"82","炉霍县泥巴乡真鄢小学","甘孜藏族自治州炉霍县317国道附近",100.697667,31.522064,100.689964391186,31.518122079409
"83","石渠县西区片区寄宿制学校","2号道路与217省道交叉口东北150米",97.933334,33.138347,97.9266508678044,33.1342947284646
"84","康定市生古小学","甘孜藏族自治州康定市",101.376543,29.626676,101.368200900272,29.623277220453
"85","德格县城关第一完全小学","更庆镇雍珠路6号",98.587293,31.814024,98.5804189537613,31.8107868003656
"86","巴塘县南戈小学","四川省甘孜藏族自治州巴塘县竹茨公路",99.067194,29.460275,99.0596253055297,29.4572684191357
"87","白玉县金沙乡中心小学","甘白路西100米",98.786134,31.252305,98.7790898447775,31.2485100377222
"88","加郡中心校","211省道东50米",102.211419,29.70059,102.203287267451,29.6973619734959
"89","色达县翁达小学","317国道西200米",100.739085,31.878975,100.731117069012,31.8755383989458
"90","道孚县孔色乡中心小学","约尾沟林区路与001乡道交叉口东北100米",100.941944,31.144947,100.934198404534,31.1412660876721
"91","桑堆镇中心小学","216省道与217省道交叉口东南150米",100.115947,29.197146,100.108038276305,29.1939490416796
"92","色达城小","金马大道东路15号",100.341128,32.273101,100.333309377443,32.2691448912616
"93","维地小学","318国道东50米",101.228019,30.046207,101.219765105776,30.043211588161
"94","泸定县逸夫小学","甘孜藏族自治州泸定县天域大道与润之路交叉路口往西北约100米",102.131156,29.648474,102.122965103311,29.6447477994206
"95","八角楼乡中心小学","甘孜藏族自治州雅江县沪聂线",101.143388,30.07989,101.135166299428,30.0763541465624
"96","道孚县格西乡中心校","格西乡附近",101.187074,30.950913,101.178899747186,30.947163148986
"97","乡城县然乌乡中心校","乡温泉支线南50米",99.88579,28.735504,99.8782590060449,28.7331653138037
"98","古学乡中心校","四川省甘孜藏族自治州得荣县古学大桥古学乡中心校",99.265158,28.429547,99.2577772139146,28.426878375717
"99","乡城县热达乡中心校","四川省甘孜藏族自治州乡城县热达乡中心校(县道V09)",99.653619,29.102146,99.6460486069146,29.0995974659354
"100","佛爷岩小学校","211省道东50米",101.887906,30.919431,101.880015954974,30.9157839897661
"101","色达县泥朵乡中心校","甘孜藏族自治州色达县",99.730892,32.643607,99.7232310305298,32.6396510978516
"102","色达县霍西乡中心校","四川省甘孜藏族自治州色达县色色路霍西乡中心校",100.522439,32.027482,100.514632192688,32.0240455662342
"103","道孚县葛卡乡中心校","四川省甘孜藏族自治州道孚县葛卡乡各卡乡中心校",101.249522,30.879465,101.241301928456,30.8760768292052
"104","日巴中心校","217省道北50米",100.198849,31.402643,100.191138026934,31.3985864940575
"105","康定市甲根坝镇中心校","四川省甘孜藏族自治州康定市甲根坝镇政府旁正西方向70米",101.533695,29.806038,101.525638650163,29.8025506322587
"106","白玉县城区第一完小","四川省甘孜藏族自治州白玉县建设路75号",98.830813,31.217814,98.8236774783306,31.2145460465909
"107","甘孜县庭卡乡中心完小","四川省甘孜藏族自治州甘孜县庭卡乡中心完小(317国道北)",100.129008,31.577332,100.120986278594,31.5735863537676
"108","色达县洛若中心校","甘孜藏族自治州色达县泥曲路与沙玛路交叉路口东侧",100.462778,32.14007,100.454918550691,32.1360924000169
"109","稻城县赤土乡中心校","216省道南150米",100.25006,28.679654,100.242339940356,28.6772310105565
"110","竹巴龙中心校","318国道西50米",99.01998,29.78086,99.0127248029109,29.7773522518966
"111","白玉县第二完小","建设镇穆塔路2号",98.836236,31.196975,98.829137794896,31.193703095103
"112","城区二完小","四川省甘孜藏族自治州新龙县如龙镇三期廉租房东南250米",100.324711,30.937923,100.317000825029,30.9340462239956
"113","九龙县城小","团结下街51",101.514135,29.00445,101.506060627427,29.0013629472938
"114","石渠县起坞乡中心小学校","甘孜藏族自治州石渠县",98.383507,32.583137,98.3764138050053,32.579221307528
"115","青德镇中心校","甘孜藏族自治州乡城县",99.835913,28.82703,99.8283988099331,28.8241546178888
"116","奔都乡中心校","甘孜藏族自治州得荣县",99.307663,28.617975,99.3000425666467,28.6156509596123
"117","甲根坝镇中心小学校","四川省甘孜藏族自治州康定市甲根坝中心小学校",101.56766,29.849618,101.559591184986,29.8466656572958
"118","大盖片区寄宿制学校","217省道西50米",100.246833,31.316626,100.239048586374,31.3130816029918
"119","理塘县甲洼乡中心完小","四川省甘孜藏族自治州理塘县甲洼镇下依理亚公路甲洼乡中心完小",100.382276,29.764756,100.374285627641,29.7616256230587
"120","噶通镇中心校","甘孜藏族自治州稻城县",100.254637,28.987936,100.246890602162,28.9853420449109
"121","康定呷巴乡中心校","215省道西50米",101.581168,29.966683,101.573078641772,29.9638708405743
"122","稻城县金珠镇牧区重点寄宿制学校","甘孜藏族自治州稻城县滨河路三段",100.316285,29.05094,100.30860592577,29.0477322656579
"123","双流县万安小学结队支援学校","215省道西50米",101.512457,29.14284,101.504370063533,29.1396565530341
"124","色达县塔子乡中心校","塔子乡附近",100.301937,32.145322,100.294170033308,32.1415504198127
"125","德格县错阿乡中心小学校","317国道北150米",99.427068,31.816685,99.4191161993516,31.8130808475785
"126","炉霍县泥巴乡中心校","317国道西50米",100.697888,31.521594,100.690183913092,31.5176535858536
"127","色达县旭日乡中心校","V18县道东50米",100.688436,31.995088,100.680754431609,31.9911694663017
"128","白玉县绒盖乡中心小学校","甘白路西50米",98.893573,31.126759,98.8866691076041,31.1230623246261
"129","理塘县君坝乡中心完小","217省道东50米",100.309239,30.480302,100.301525896682,30.4767689937741
"130","新兴乡中心小学校","甘孜藏族自治州泸定县燕子沟路(燕子沟东南侧约150米)",102.093244,29.688055,102.084915516156,29.6846565333168
"131","康定市甲根坝片区寄宿制学校","四川省甘孜藏族自治州康定市S215",101.562812,29.848664,101.554753496215,29.8456338598812
